"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 01 19:08:26 MSK 2022","Wed Jun 01 19:08:36 MSK 2022","9470","","com.test.registration.first_registration_page.VerifyAllSelectedCheckboxesTest","","com.test.registration.first_registration_page.VerifyAllSelectedCheckboxesTest","verifyAllSelectedCheckboxes","verifyAllSelectedCheckboxes()",""
